neighbourhood_cleansed,latitude,longitude,property_type,room_type,price,number_of_reviews,review_scores_rating
Twin Peaks,37.75776349,-122.4447059,Apartment,Entire home/apt,175,69,
Twin Peaks,37.74789461,-122.4448875,Apartment,Entire home/apt,150,64,
Twin Peaks,37.75117837,-122.4435254,Apartment,Private room,150,8,
Twin Peaks,37.74744142,-122.445571,Apartment,Entire home/apt,800,0,
Twin Peaks,37.75122636,-122.4511568,House,Entire home/apt,350,0,
Twin Peaks,37.74604396,-122.4525464,Apartment,Private room,90,12,
Twin Peaks,37.75822059,-122.4508965,House,Entire home/apt,350,145,
Twin Peaks,37.7524998,-122.4436247,Apartment,Private room,159,26,
Twin Peaks,37.75265924,-122.4529265,House,Private room,90,56,
Twin Peaks,37.75216522,-122.4525924,Apartment,Private room,140,1,
Twin Peaks,37.75707724,-122.4510643,Guesthouse,Entire home/apt,106,5,
Twin Peaks,37.75748407,-122.446846,Apartment,Entire home/apt,220,11,
Twin Peaks,37.75772921,-122.4450277,House,Private room,115,121,
Twin Peaks,37.75680828,-122.4432449,Apartment,Private room,95,3,
Twin Peaks,37.75679866,-122.4438128,Apartment,Entire home/apt,135,1,
Twin Peaks,37.7517748,-122.4508396,Apartment,Entire home/apt,129,68,
Twin Peaks,37.76100242,-122.4464536,House,Private room,150,10,
Twin Peaks,37.74770684,-122.4467788,House,Entire home/apt,150,3,
Twin Peaks,37.75632993,-122.4444818,Apartment,Entire home/apt,105,2,
Twin Peaks,37.75693621,-122.4443069,Apartment,Entire home/apt,250,2,
Twin Peaks,37.75279483,-122.4497571,House,Entire home/apt,380,21,
Twin Peaks,37.74953119,-122.4552477,House,Private room,105,5,
Twin Peaks,37.75395192,-122.4534394,House,Private room,65,0,
Twin Peaks,37.75688774,-122.4509722,Apartment,Entire home/apt,150,9,
Twin Peaks,37.75736801,-122.4429501,Condominium,Private room,125,112,
Twin Peaks,37.75799436,-122.4447928,Apartment,Private room,215,4,
Twin Peaks,37.75700171,-122.4463474,Apartment,Private room,200,0,
Twin Peaks,37.75829365,-122.4476121,Apartment,Entire home/apt,225,1,
Twin Peaks,37.74941976,-122.4473805,House,Private room,94,7,
Twin Peaks,37.75742537,-122.4481714,Apartment,Entire home/apt,301,18,
Twin Peaks,37.75191264,-122.4438536,Apartment,Entire home/apt,117,5,
Twin Peaks,37.75653056,-122.4467683,Condominium,Private room,105,8,
Twin Peaks,37.7550603,-122.4429883,Apartment,Entire home/apt,100,1,
Twin Peaks,37.75443518,-122.4482737,House,Entire home/apt,200,2,
Twin Peaks,37.74694095,-122.4452391,Apartment,Private room,100,28,
Twin Peaks,37.75463183,-122.452759,House,Entire home/apt,349,0,
Twin Peaks,37.75629349,-122.4420284,Condominium,Private room,150,4,
Twin Peaks,37.757961,-122.4443621,Apartment,Entire home/apt,200,27,
Twin Peaks,37.75782168,-122.4441379,Condominium,Entire home/apt,624,20,
Twin Peaks,37.74694092,-122.4485802,House,Private room,150,101,
Twin Peaks,37.75777051,-122.4442046,Apartment,Entire home/apt,150,39,
Twin Peaks,37.75433558,-122.450222,Apartment,Entire home/apt,365,0,
Twin Peaks,37.75967317,-122.4468763,House,Entire home/apt,185,121,
Twin Peaks,37.7545661,-122.4545052,Apartment,Entire home/apt,180,7,
Twin Peaks,37.75550922,-122.4434764,Apartment,Entire home/apt,217,4,
Twin Peaks,37.75109701,-122.4511346,House,Entire home/apt,200,7,
Twin Peaks,37.7559617,-122.4428862,Guesthouse,Entire home/apt,320,0,
Twin Peaks,37.74817341,-122.4470794,House,Private room,85,0,
Twin Peaks,37.75335073,-122.4509542,House,Private room,129,40,
Twin Peaks,37.75125237,-122.454024,House,Private room,85,66,
Twin Peaks,37.75425021,-122.4434247,Apartment,Entire home/apt,90,1,
Twin Peaks,37.75613933,-122.4442633,Condominium,Entire home/apt,225,12,
Twin Peaks,37.74826913,-122.444925,House,Private room,74,55,
Twin Peaks,37.75588224,-122.4425425,Apartment,Entire home/apt,160,3,
Twin Peaks,37.75362747,-122.4436196,House,Entire home/apt,250,2,
Twin Peaks,37.75258506,-122.4449769,Apartment,Entire home/apt,275,25,
Twin Peaks,37.75726044,-122.4450196,Apartment,Entire home/apt,146,30,
Twin Peaks,37.75708858,-122.4432266,House,Private room,125,133,
Twin Peaks,37.75684894,-122.4519927,In-law,Entire home/apt,155,1,
Twin Peaks,37.75053153,-122.4437764,House,Entire home/apt,600,2,
Twin Peaks,37.75555971,-122.4442319,House,Private room,98,34,
Twin Peaks,37.7482862,-122.4498918,House,Entire home/apt,550,3,
Twin Peaks,37.75834039,-122.4459644,House,Entire home/apt,295,26,
Twin Peaks,37.75859842,-122.4504904,Apartment,Entire home/apt,333,178,
Twin Peaks,37.75762093,-122.4442487,House,Entire home/apt,475,38,
Twin Peaks,37.75776913,-122.4434562,House,Entire home/apt,314,13,
Twin Peaks,37.75615222,-122.4460545,House,Entire home/apt,395,0,
Twin Peaks,37.74926503,-122.4441743,Apartment,Private room,140,0,
Twin Peaks,37.7466687,-122.4537543,Apartment,Private room,80,20,
Twin Peaks,37.74854959,-122.4537668,House,Private room,195,25,
Twin Peaks,37.7578597,-122.4465167,Apartment,Entire home/apt,299,52,
Twin Peaks,37.75134554,-122.4538286,House,Entire home/apt,135,123,
Twin Peaks,37.75056287,-122.4448083,Apartment,Entire home/apt,110,24,
Twin Peaks,37.75011364,-122.4531864,Guest suite,Entire home/apt,150,35,
Twin Peaks,37.74790045,-122.4462783,House,Private room,78,120,
Twin Peaks,37.75785877,-122.4470649,Apartment,Entire home/apt,349,0,
Twin Peaks,37.75433658,-122.4432571,Guesthouse,Entire home/apt,209,35,
Bernal Heights,37.74208535,-122.414088,Cabin,Private room,150,169,
Bernal Heights,37.74283254,-122.4142477,House,Private room,75,0,
Bernal Heights,37.74714363,-122.4137451,House,Private room,110,3,
Bernal Heights,37.74733837,-122.4185138,Apartment,Entire home/apt,200,83,
Bernal Heights,37.74376822,-122.4182779,Apartment,Entire home/apt,208,48,
Bernal Heights,37.74720292,-122.4144302,Apartment,Entire home/apt,175,189,
Bernal Heights,37.74258872,-122.4231176,Apartment,Entire home/apt,192,13,
Bernal Heights,37.74619831,-122.4119467,Apartment,Entire home/apt,160,162,
Bernal Heights,37.74220144,-122.4199166,Apartment,Entire home/apt,164,234,
Bernal Heights,37.74182501,-122.417134,Apartment,Entire home/apt,99,15,
Bernal Heights,37.74752138,-122.4193831,House,Entire home/apt,195,38,
Bernal Heights,37.73982215,-122.4177463,House,Private room,111,32,
Bernal Heights,37.74626423,-122.4158628,Apartment,Entire home/apt,200,0,
Bernal Heights,37.73847339,-122.4145597,House,Private room,98,28,
Bernal Heights,37.7470781,-122.4245638,House,Private room,102,168,
Bernal Heights,37.73260483,-122.4142328,Townhouse,Private room,105,13,
Bernal Heights,37.74661943,-122.4150323,Apartment,Entire home/apt,225,9,
Bernal Heights,37.73488902,-122.426413,House,Private room,89,128,
Bernal Heights,37.7342982,-122.4209213,House,Private room,95,291,
Bernal Heights,37.74367062,-122.406959,Apartment,Private room,58,0,
Bernal Heights,37.7353966,-122.4179518,House,Entire home/apt,110,0,
Bernal Heights,37.73391201,-122.4290058,House,Private room,109,86,
Bernal Heights,37.73378961,-122.4155581,Apartment,Entire home/apt,125,77,
Bernal Heights,37.73530903,-122.4248034,Guest suite,Private room,80,30,
Bernal Heights,37.73575479,-122.4271423,House,Private room,100,2,
Bernal Heights,37.74457473,-122.422946,Condominium,Entire home/apt,500,2,
Bernal Heights,37.73338507,-122.4235202,House,Entire home/apt,150,10,
Bernal Heights,37.7475363,-122.4057842,House,Private room,99,3,
Bernal Heights,37.73897011,-122.4154326,Apartment,Entire home/apt,150,4,
Bernal Heights,37.73241967,-122.4264024,Condominium,Entire home/apt,125,12,
Bernal Heights,37.74828681,-122.404856,Apartment,Entire home/apt,120,11,
Bernal Heights,37.74172148,-122.4110711,House,Entire home/apt,250,25,
Bernal Heights,37.74663757,-122.4104382,Apartment,Entire home/apt,200,16,
Bernal Heights,37.73640249,-122.4240215,House,Private room,39,11,
Bernal Heights,37.73931983,-122.4153691,Guest suite,Private room,96,2,
Bernal Heights,37.74469297,-122.4058084,House,Private room,87,0,
Bernal Heights,37.74068625,-122.4167611,House,Entire home/apt,350,0,
Bernal Heights,37.7469596,-122.4074256,House,Private room,110,28,
Bernal Heights,37.74263387,-122.4188786,Condominium,Private room,350,0,
Bernal Heights,37.74245014,-122.4104498,House,Private room,700,1,
Bernal Heights,37.7383038,-122.4097394,House,Private room,99,22,
Bernal Heights,37.73938797,-122.4178178,Apartment,Entire home/apt,169,0,
Bernal Heights,37.74662746,-122.4169627,House,Entire home/apt,195,2,
Bernal Heights,37.74446295,-122.4085021,House,Entire home/apt,800,11,
Bernal Heights,37.74079619,-122.4134258,House,Entire home/apt,299,0,
Bernal Heights,37.74392434,-122.4218061,Other,Entire home/apt,750,8,
Bernal Heights,37.74078623,-122.4136109,House,Entire home/apt,168,1,
Bernal Heights,37.74621195,-122.4102789,House,Private room,65,60,
Bernal Heights,37.7476244,-122.4075039,House,Entire home/apt,225,0,
Bernal Heights,37.74699678,-122.4192113,Apartment,Private room,160,7,
Bernal Heights,37.74201598,-122.412922,Condominium,Private room,79,27,
Bernal Heights,37.74760042,-122.4072652,House,Entire home/apt,200,6,
Bernal Heights,37.73467771,-122.4226982,House,Private room,350,0,
Bernal Heights,37.74670905,-122.4056854,Apartment,Entire home/apt,155,91,
Bernal Heights,37.74810412,-122.405759,Apartment,Entire home/apt,238,12,
Bernal Heights,37.73823866,-122.4166233,House,Entire home/apt,298,20,
Bernal Heights,37.74072799,-122.4180006,Apartment,Entire home/apt,142,17,
Bernal Heights,37.73653518,-122.415816,House,Private room,110,44,
Bernal Heights,37.74755405,-122.423166,Apartment,Private room,140,1,
Bernal Heights,37.74003647,-122.4208357,Apartment,Entire home/apt,149,18,
Bernal Heights,37.73963862,-122.4104886,House,Private room,125,11,
Bernal Heights,37.74720076,-122.4150181,House,Entire home/apt,150,7,
Bernal Heights,37.74706184,-122.4127454,Apartment,Entire home/apt,200,16,
Bernal Heights,37.74194709,-122.4169088,House,Entire home/apt,180,4,
Bernal Heights,37.7458698,-122.4162628,House,Entire home/apt,330,10,
Bernal Heights,37.74375125,-122.4186757,House,Private room,50,29,
Bernal Heights,37.73831908,-122.415496,House,Entire home/apt,90,38,
Bernal Heights,37.74623451,-122.409546,Apartment,Private room,65,2,
Bernal Heights,37.74664903,-122.4153682,House,Entire home/apt,175,11,
Bernal Heights,37.73727937,-122.4157049,In-law,Entire home/apt,110,155,
Bernal Heights,37.7425722,-122.4131109,House,Entire home/apt,280,2,
Bernal Heights,37.74071319,-122.423581,House,Entire home/apt,275,0,
Bernal Heights,37.7345714,-122.4112708,House,Entire home/apt,275,11,
Bernal Heights,37.74096325,-122.4165648,House,Entire home/apt,159,37,
Bernal Heights,37.74543643,-122.4183564,Condominium,Entire home/apt,129,15,
Bernal Heights,37.74028706,-122.4176147,House,Entire home/apt,900,0,
Bernal Heights,37.73751153,-122.4132906,House,Entire home/apt,450,3,
Bernal Heights,37.74556319,-122.4120681,Condominium,Private room,95,195,
Bernal Heights,37.73618989,-122.4183146,House,Entire home/apt,299,17,
Bernal Heights,37.74591992,-122.4199705,Apartment,Entire home/apt,180,170,
Bernal Heights,37.73571332,-122.4267951,Apartment,Entire home/apt,160,27,
Bernal Heights,37.73721651,-122.422645,Apartment,Entire home/apt,175,18,
Bernal Heights,37.74117604,-122.4158995,House,Entire home/apt,400,2,
Bernal Heights,37.73963081,-122.4227381,House,Entire home/apt,121,15,
Bernal Heights,37.74175843,-122.4180318,House,Entire home/apt,325,30,
Bernal Heights,37.74589946,-122.4141851,Apartment,Entire home/apt,260,103,
Bernal Heights,37.74769931,-122.4242296,Apartment,Entire home/apt,850,0,
Bernal Heights,37.74286891,-122.4220629,Apartment,Private room,75,38,
Bernal Heights,37.74733014,-122.4106334,House,Private room,79,0,
Bernal Heights,37.74219755,-122.4209059,House,Private room,100,12,
Bernal Heights,37.73658006,-122.4203454,Apartment,Private room,100,16,
Bernal Heights,37.73516555,-122.4258589,Apartment,Entire home/apt,103,10,
Bernal Heights,37.74509497,-122.41836,Apartment,Private room,50,0,
Bernal Heights,37.73495517,-122.4165589,House,Entire home/apt,419,11,
Bernal Heights,37.7340436,-122.4178129,Apartment,Entire home/apt,85,4,
Bernal Heights,37.73843487,-122.4217747,House,Entire home/apt,325,8,
Bernal Heights,37.741802,-122.4106781,House,Private room,119,41,
Bernal Heights,37.74391421,-122.4087121,Condominium,Entire home/apt,275,0,
Bernal Heights,37.74589728,-122.4201514,House,Entire home/apt,255,51,
Bernal Heights,37.73837889,-122.4108381,House,Entire home/apt,149,0,
Bernal Heights,37.73219309,-122.4226104,House,Private room,65,1,
Bernal Heights,37.74792322,-122.4212575,Apartment,Entire home/apt,173,2,
Bernal Heights,37.7409147,-122.4164257,House,Entire home/apt,264,14,
Bernal Heights,37.74719107,-122.4056063,Apartment,Entire home/apt,320,3,
Bernal Heights,37.74618515,-122.4234306,Townhouse,Private room,180,1,
Bernal Heights,37.7409455,-122.4212424,Condominium,Entire home/apt,320,6,
Bernal Heights,37.73459069,-122.4196842,House,Private room,130,6,
Bernal Heights,37.74771154,-122.4187071,Apartment,Private room,150,5,
Bernal Heights,37.7481953,-122.407369,House,Entire home/apt,190,103,
Bernal Heights,37.73947847,-122.4132438,House,Private room,64,0,
Bernal Heights,37.74147041,-122.4182992,House,Entire home/apt,200,4,
Bernal Heights,37.74682546,-122.4230223,Condominium,Private room,180,4,
Bernal Heights,37.7429429,-122.4198992,Apartment,Private room,60,34,
Bernal Heights,37.74718157,-122.4103029,In-law,Entire home/apt,155,10,
Bernal Heights,37.73614985,-122.4124503,House,Private room,90,122,
Bernal Heights,37.74127619,-122.4226032,Apartment,Entire home/apt,140,0,
Bernal Heights,37.74727074,-122.4151685,House,Entire home/apt,250,12,
Bernal Heights,37.74280416,-122.4077902,House,Entire home/apt,425,7,
Bernal Heights,37.73408248,-122.413598,Condominium,Private room,100,63,
Bernal Heights,37.7409961,-122.4175468,House,Entire home/apt,315,49,
Bernal Heights,37.74772301,-122.4238177,House,Entire home/apt,250,4,
Bernal Heights,37.74444845,-122.4168245,House,Entire home/apt,300,0,
Bernal Heights,37.74469914,-122.4061361,House,Entire home/apt,175,28,
Bernal Heights,37.74784926,-122.4146025,Apartment,Private room,99,3,
Bernal Heights,37.74150975,-122.4230839,Apartment,Entire home/apt,360,74,
Bernal Heights,37.74374467,-122.4114849,House,Private room,125,3,
Bernal Heights,37.74136968,-122.4106448,House,Entire home/apt,99,0,
Bernal Heights,37.74649434,-122.4074363,Apartment,Entire home/apt,135,4,
Bernal Heights,37.74692951,-122.4168431,House,Private room,119,75,
Bernal Heights,37.74057983,-122.4158058,House,Entire home/apt,200,49,
Bernal Heights,37.74353403,-122.4217069,Other,Entire home/apt,1200,2,
Bernal Heights,37.74799658,-122.4057589,House,Entire home/apt,260,1,
Bernal Heights,37.7468496,-122.4153343,Apartment,Private room,60,3,
Bernal Heights,37.73266776,-122.428039,Apartment,Entire home/apt,499,0,
Bernal Heights,37.74576292,-122.4154345,House,Private room,95,76,
Bernal Heights,37.73710693,-122.4180009,House,Entire home/apt,700,0,
Bernal Heights,37.74016002,-122.4214616,Apartment,Entire home/apt,300,21,
Bernal Heights,37.74259142,-122.4214222,Apartment,Private room,100,30,
Bernal Heights,37.73589779,-122.42246,Apartment,Entire home/apt,87,4,
Bernal Heights,37.74181683,-122.4089566,House,Private room,165,4,
Bernal Heights,37.73612017,-122.4110971,House,Private room,89,133,
Bernal Heights,37.74262494,-122.4087504,House,Private room,110,17,
Bernal Heights,37.7405608,-122.414417,Apartment,Entire home/apt,130,5,
Bernal Heights,37.74816821,-122.4186633,Apartment,Entire home/apt,300,0,
Bernal Heights,37.74025451,-122.4125909,Other,Entire home/apt,150,92,
Bernal Heights,37.73966578,-122.4185789,House,Entire home/apt,185,8,
Bernal Heights,37.73350147,-122.4286815,Apartment,Entire home/apt,140,102,
Bernal Heights,37.73815654,-122.4161093,House,Private room,80,34,
Bernal Heights,37.74169743,-122.4118138,House,Entire home/apt,390,33,
Bernal Heights,37.74479444,-122.4197677,Condominium,Private room,0,3,
Bernal Heights,37.74650149,-122.4098931,Apartment,Entire home/apt,165,112,
Bernal Heights,37.73957189,-122.4142518,House,Entire home/apt,252,4,
Bernal Heights,37.74687446,-122.4052707,House,Entire home/apt,137,59,
Bernal Heights,37.74667618,-122.4140138,House,Entire home/apt,210,72,
Bernal Heights,37.74091462,-122.412355,House,Entire home/apt,240,0,
Bernal Heights,37.74767754,-122.4134995,Apartment,Private room,60,17,
Bernal Heights,37.73690737,-122.4108329,House,Private room,75,86,
Bernal Heights,37.73567302,-122.4230005,Apartment,Entire home/apt,159,64,
Bernal Heights,37.74304972,-122.4115072,In-law,Entire home/apt,134,2,
Bernal Heights,37.73685267,-122.4169842,Apartment,Entire home/apt,85,17,
Bernal Heights,37.74484166,-122.4186385,House,Entire home/apt,140,13,
Bernal Heights,37.74590876,-122.4100657,House,Entire home/apt,275,5,
Bernal Heights,37.74688895,-122.4169805,House,Entire home/apt,850,1,
Bernal Heights,37.73739737,-122.417051,Other,Entire home/apt,220,17,
Bernal Heights,37.73725509,-122.4108111,House,Private room,85,29,
Bernal Heights,37.73695014,-122.4240005,House,Entire home/apt,339,7,
Bernal Heights,37.74656472,-122.4065469,Apartment,Private room,125,0,
Bernal Heights,37.74558798,-122.4085678,Apartment,Private room,70,2,
Bernal Heights,37.7450407,-122.4061406,House,Entire home/apt,259,43,
Bernal Heights,37.73616097,-122.4135568,House,Private room,150,2,
Bernal Heights,37.74376408,-122.4089868,House,Private room,115,49,
Bernal Heights,37.74328949,-122.4220655,Apartment,Entire home/apt,215,3,
Bernal Heights,37.74365508,-122.412937,House,Entire home/apt,361,4,
Bernal Heights,37.743908,-122.4191629,Apartment,Entire home/apt,290,0,
Bernal Heights,37.73976231,-122.4132126,House,Private room,200,7,
Bernal Heights,37.7438349,-122.4095947,House,Private room,119,45,
Bernal Heights,37.73807448,-122.4176351,House,Entire home/apt,1200,0,
Bernal Heights,37.74460776,-122.4096587,House,Private room,129,74,
Bernal Heights,37.73884991,-122.4174296,House,Entire home/apt,260,4,
Bernal Heights,37.73290579,-122.4256888,Apartment,Entire home/apt,140,60,
Bernal Heights,37.73392401,-122.4281054,Apartment,Entire home/apt,148,10,
Bernal Heights,37.74576577,-122.4239347,Guest suite,Entire home/apt,142,37,
Bernal Heights,37.74677602,-122.4086569,Apartment,Entire home/apt,145,8,
Bernal Heights,37.73621672,-122.4267715,House,Private room,60,0,
Bernal Heights,37.73248242,-122.4174552,House,Private room,78,14,
Bernal Heights,37.73927145,-122.4184904,House,Private room,131,15,
Bernal Heights,37.73731397,-122.4175717,House,Entire home/apt,260,1,
Bernal Heights,37.7471325,-122.4206428,Apartment,Entire home/apt,250,32,
Bernal Heights,37.74565393,-122.4085982,Apartment,Entire home/apt,235,0,
Bernal Heights,37.73773877,-122.4162197,House,Private room,100,133,
Bernal Heights,37.7465087,-122.4103159,House,Entire home/apt,450,4,
Bernal Heights,37.74639747,-122.4107555,Apartment,Private room,80,3,
Bernal Heights,37.74709373,-122.4098439,House,Private room,90,77,
Bernal Heights,37.73351757,-122.4170642,In-law,Entire home/apt,125,131,
Bernal Heights,37.74795474,-122.4073787,House,Entire home/apt,550,0,
Bernal Heights,37.74454177,-122.4181544,Apartment,Entire home/apt,145,0,
Bernal Heights,37.74172457,-122.408509,House,Private room,135,58,
Bernal Heights,37.74602412,-122.4163406,Guest suite,Entire home/apt,145,23,
Bernal Heights,37.74142961,-122.4240149,Apartment,Private room,200,1,
Bernal Heights,37.74682232,-122.4056593,Apartment,Entire home/apt,150,50,
Bernal Heights,37.73227504,-122.4149503,Condominium,Private room,75,147,
Bernal Heights,37.73881277,-122.4126519,House,Entire home/apt,400,51,
Bernal Heights,37.74715,-122.4074522,House,Private room,95,28,
Bernal Heights,37.74143657,-122.4110501,House,Entire home/apt,450,1,
Bernal Heights,37.74127706,-122.4215473,House,Private room,105,272,
Bernal Heights,37.74789476,-122.408277,Apartment,Entire home/apt,150,21,
Bernal Heights,37.74445148,-122.4211621,House,Entire home/apt,185,9,
Bernal Heights,37.74550501,-122.4117444,House,Private room,85,1,
Bernal Heights,37.74180406,-122.4126633,In-law,Entire home/apt,120,1,
Bernal Heights,37.74463493,-122.4086256,House,Private room,275,5,
Bernal Heights,37.73882923,-122.4152944,Apartment,Entire home/apt,200,54,
Bernal Heights,37.74067407,-122.4148858,Apartment,Entire home/apt,140,74,
Bernal Heights,37.74608635,-122.4113076,Apartment,Entire home/apt,115,54,
Bernal Heights,37.74143581,-122.4138262,House,Private room,89,77,
Bernal Heights,37.74697778,-122.4108407,Apartment,Entire home/apt,175,52,
Bernal Heights,37.7418166,-122.4178051,House,Entire home/apt,186,3,
Bernal Heights,37.74163957,-122.4106584,House,Entire home/apt,235,2,
Bernal Heights,37.74330992,-122.4197386,Apartment,Entire home/apt,250,67,
Bernal Heights,37.73962418,-122.4148392,House,Entire home/apt,225,8,
Bernal Heights,37.74441895,-122.4118304,House,Entire home/apt,225,0,
Bernal Heights,37.74726953,-122.4086262,House,Entire home/apt,250,44,
Bernal Heights,37.74794646,-122.4173637,Apartment,Entire home/apt,135,3,
Bernal Heights,37.74669075,-122.4058601,Apartment,Entire home/apt,167,196,
Bernal Heights,37.74631054,-122.410135,House,Private room,75,3,
Bernal Heights,37.74325405,-122.4163931,Apartment,Entire home/apt,185,147,
Bernal Heights,37.74135349,-122.4093841,House,Private room,130,23,
Bernal Heights,37.73623057,-122.4195783,House,Entire home/apt,550,0,
Bernal Heights,37.74020724,-122.4121297,Apartment,Private room,85,26,
Bernal Heights,37.7472762,-122.4076561,House,Entire home/apt,165,66,
Bernal Heights,37.73955946,-122.4088984,House,Entire home/apt,240,3,
Bernal Heights,37.74470605,-122.4203211,Apartment,Entire home/apt,99,2,
Bernal Heights,37.73670732,-122.4144243,Condominium,Private room,90,8,
Bernal Heights,37.73307851,-122.4129793,Apartment,Entire home/apt,125,59,
Bernal Heights,37.7443482,-122.4119397,House,Entire home/apt,785,4,
Bernal Heights,37.73997864,-122.4127131,Apartment,Private room,95,72,
Bernal Heights,37.74367785,-122.4207004,Apartment,Entire home/apt,90,87,
Bernal Heights,37.73417505,-122.425371,House,Private room,59,6,
Bernal Heights,37.73598724,-122.4247517,House,Private room,115,0,
Bernal Heights,37.73881875,-122.4135054,House,Entire home/apt,250,3,
Bernal Heights,37.74577249,-122.4168684,House,Entire home/apt,325,4,
Bernal Heights,37.74819345,-122.4091412,Apartment,Entire home/apt,150,18,
Bernal Heights,37.73526797,-122.4193071,Apartment,Entire home/apt,150,0,
Bernal Heights,37.73941175,-122.4199936,House,Entire home/apt,500,1,
Bernal Heights,37.73317175,-122.4318405,House,Entire home/apt,150,0,
Bernal Heights,37.73538771,-122.4233716,Apartment,Entire home/apt,180,0,
Bernal Heights,37.74139913,-122.4185955,House,Entire home/apt,300,0,
Bernal Heights,37.74667085,-122.4076824,Guest suite,Private room,110,54,
Bernal Heights,37.74514626,-122.4204847,Apartment,Entire home/apt,175,5,
Bernal Heights,37.7481769,-122.4188406,House,Entire home/apt,350,13,
Bernal Heights,37.74544138,-122.4195586,Apartment,Entire home/apt,200,2,
Bernal Heights,37.73990087,-122.417461,Apartment,Entire home/apt,185,67,
Bernal Heights,37.7460548,-122.4152632,Apartment,Private room,250,0,
Bernal Heights,37.74402914,-122.4121014,Apartment,Entire home/apt,250,0,
Bernal Heights,37.74687571,-122.4183068,Apartment,Entire home/apt,300,2,
Bernal Heights,37.74729476,-122.4199907,Apartment,Private room,282,6,
Bernal Heights,37.74079658,-122.421011,House,Private room,127,1,
Bernal Heights,37.74529109,-122.4097971,House,Private room,104,47,
Bernal Heights,37.74244443,-122.4209512,House,Entire home/apt,439,28,
Bernal Heights,37.73867579,-122.4147452,House,Entire home/apt,250,0,
Bernal Heights,37.7392254,-122.4163809,Apartment,Entire home/apt,800,0,
Bernal Heights,37.74361298,-122.4226154,House,Entire home/apt,750,1,
Bernal Heights,37.74407776,-122.4211884,Condominium,Private room,0,0,
Bernal Heights,37.74625251,-122.4236118,Condominium,Private room,210,10,
Bernal Heights,37.7450339,-122.4109461,House,Private room,86,77,
Bernal Heights,37.74158253,-122.4093809,Apartment,Entire home/apt,200,11,
Bernal Heights,37.74585959,-122.415928,Condominium,Private room,112,13,
Bernal Heights,37.74089001,-122.4228356,Condominium,Entire home/apt,214,1,
Bernal Heights,37.73355638,-122.4137547,Apartment,Entire home/apt,175,1,
Bernal Heights,37.73613758,-122.4110436,Apartment,Private room,60,44,
Bernal Heights,37.7393168,-122.422201,Apartment,Private room,149,0,
Bernal Heights,37.74117056,-122.4081381,House,Entire home/apt,235,7,
Bernal Heights,37.74709037,-122.4241563,Apartment,Entire home/apt,750,0,
Bernal Heights,37.74497989,-122.4192683,House,Private room,102,99,
Bernal Heights,37.74189143,-122.4212389,House,Private room,124,4,
Bernal Heights,37.74663778,-122.4138233,Condominium,Entire home/apt,150,3,
Bernal Heights,37.73637323,-122.422871,Other,Entire home/apt,200,1,
Bernal Heights,37.7335583,-122.4185132,Apartment,Entire home/apt,85,6,
Bernal Heights,37.74569204,-122.4175826,House,Entire home/apt,110,125,
Bernal Heights,37.73553224,-122.4195943,House,Private room,72,143,
Bernal Heights,37.74486215,-122.4179531,House,Entire home/apt,329,5,
Bernal Heights,37.74636164,-122.4072947,House,Private room,185,5,
Bernal Heights,37.74518968,-122.4078795,House,Private room,70,0,
Bernal Heights,37.74688384,-122.4202169,Apartment,Private room,60,32,
Bernal Heights,37.73540517,-122.4241359,Apartment,Entire home/apt,135,0,
Bernal Heights,37.74037871,-122.4175453,House,Private room,79,149,
Bernal Heights,37.74710148,-122.4084472,Condominium,Entire home/apt,200,0,
Bernal Heights,37.73856392,-122.4168711,House,Private room,90,115,
Bernal Heights,37.74011263,-122.4199275,House,Private room,80,60,
Bernal Heights,37.73281394,-122.4142511,Apartment,Entire home/apt,140,42,
Bernal Heights,37.7362041,-122.4133682,House,Private room,95,0,
Bernal Heights,37.73275235,-122.4232376,In-law,Entire home/apt,220,5,
Bernal Heights,37.74350385,-122.4208373,House,Entire home/apt,355,4,
Bernal Heights,37.73951446,-122.4137273,House,Entire home/apt,245,6,
Bernal Heights,37.74694995,-122.4096252,House,Private room,117,101,
Bernal Heights,37.73947252,-122.4148063,Condominium,Entire home/apt,250,0,
Bernal Heights,37.74271791,-122.4095618,House,Entire home/apt,200,35,
Bernal Heights,37.74388712,-122.4112933,Apartment,Entire home/apt,76,118,
Bernal Heights,37.74230856,-122.4097595,In-law,Entire home/apt,85,1,
Bernal Heights,37.74234856,-122.4136051,In-law,Entire home/apt,125,77,
Bernal Heights,37.74082734,-122.4176301,Bed & Breakfast,Private room,129,177,
Bernal Heights,37.74448502,-122.4103337,Other,Entire home/apt,114,50,
Bernal Heights,37.73855035,-122.4213729,House,Entire home/apt,350,2,
Bernal Heights,37.73501193,-122.4259728,Apartment,Entire home/apt,395,5,
Bernal Heights,37.73864422,-122.4139576,House,Entire home/apt,140,3,
Bernal Heights,37.74679064,-122.4110691,House,Private room,105,8,
Bernal Heights,37.73655625,-122.413607,House,Entire home/apt,135,49,
Bernal Heights,37.74100351,-122.4224821,Apartment,Entire home/apt,175,1,
Bernal Heights,37.73590833,-122.4106919,House,Private room,65,38,
Bernal Heights,37.74681669,-122.4190728,Apartment,Entire home/apt,80,2,
Bernal Heights,37.73355176,-122.4309991,House,Entire home/apt,125,172,
Bernal Heights,37.74760499,-122.4056505,House,Entire home/apt,300,0,
